iter	Passed	Remaining
841	22190	4164
842	22215	4137
843	22240	4110
844	22267	4084
845	22290	4057
846	22310	4030
847	22334	4003
848	22356	3976
849	22378	3949
850	22399	3921
851	22425	3895
852	22455	3869
853	22479	3843
854	22504	3816
855	22529	3790
856	22557	3763
857	22581	3737
858	22606	3710
859	22631	3684
860	22661	3658
861	22688	3632
862	22715	3606
863	22741	3579
864	22768	3553
865	22803	3528
866	22838	3503
867	22875	3478
868	22911	3453
869	22941	3428
870	22969	3401
871	22997	3375
872	23023	3349
873	23048	3322
874	23073	3296
875	23099	3269
876	23125	3243
877	23160	3218
878	23188	3191
879	23670	3227
880	23798	3214
881	23831	3188
882	23862	3161
883	23898	3135
884	23932	3109
885	23971	3084
886	24001	3057
887	24042	3032
888	24080	3006
889	24121	2981
890	24151	2954
891	24182	2927
892	24205	2900
893	24229	2872
894	24251	2845
895	24274	2817
896	24298	2790
897	24318	2762
898	24338	2734
899	24359	2706
900	24379	2678
901	24400	2651
902	24422	2623
903	24441	2595
904	24461	2567
905	24480	2539
906	24501	2512
907	24522	2484
908	24543	2457
909	24564	2429
910	24589	2402
911	24615	2375
912	24640	2348
913	24672	2321
914	24700	2294
915	24727	2267
916	24756	2240
917	24784	2213
918	24811	2186
919	24837	2159
920	24867	2133
921	24894	2106
922	24922	2079
923	24948	2052
924	25078	2033
925	25567	2043
926	25615	2017
927	25658	1990
928	25696	1963
929	25727	1936
930	25757	1908
931	25787	1881
932	25826	1854
933	25854	1826
934	25885	1799
935	25914	1771
936	25967	1745
937	26391	1744
938	26579	1726
939	26613	1698
940	26653	1671
941	26691	1643
942	26724	1615
943	26755	1587
944	26791	1559
945	26829	1531
946	26863	1503
947	26896	1475
948	26927	1447
949	26951	1418
950	26978	1390
951	27007	1361
952	27033	1333
953	27064	1304
954	27091	1276
955	27116	1248
956	27142	1219
957	27168	1191
958	27191	1162
959	27213	1133
960	27235	1105
961	27259	1076
962	27283	1048
963	27304	1019
964	27326	991
965	27348	962
966	27370	934
967	27391	905
968	27412	876
969	27433	848
970	27453	819
971	27475	791
972	27497	763
973	27517	734
974	27538	706
975	27564	677
976	27587	649
977	27609	621
978	27632	592
979	27652	564
980	27673	535
981	27693	507
982	27714	479
983	27736	450
984	27755	422
985	27778	394
986	27798	366
987	27819	337
988	27840	309
989	27861	281
990	27881	253
991	27900	225
992	27921	196
993	27942	168
994	27962	140
995	27982	112
996	28003	84
997	28022	56
998	28044	28
999	28064	0
